number_of_features: 4
f1: sensor reading 1
f2: sensor reading 2
f3: sensor reading 3
f4: sensor reading 4
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	f3	f4	class
1.564	0.75	1.626	0.693	c3
1.565	0.758	1.612	0.692	c3
1.566	0.761	1.618	0.691	c3
1.566	0.758	1.62	0.691	c3
1.564	0.776	1.637	0.693	c3
1.557	0.758	1.614	0.699	c3
1.557	0.758	1.629	0.7	c3
1.556	0.757	1.628	0.701	c3
1.555	0.757	1.624	0.704	c3
1.552	0.755	1.62	0.706	c3
1.545	0.753	1.617	0.713	c3
1.535	0.746	1.605	0.722	c3
1.524	0.742	1.597	0.734	c3
1.511	0.74	1.587	0.746	c3
1.496	0.735	1.572	0.761	c3
1.48	0.729	1.559	0.777	c3
1.463	0.724	2.855	0.793	c3
1.447	0.717	2.964	0.809	c3
1.429	0.71	2.878	0.827	c3
1.411	0.704	2.977	0.845	c3
1.392	0.7	2.893	0.864	c3
1.377	0.699	2.211	0.882	c3
1.355	0.689	2.226	0.901	c3
1.336	0.684	1.431	0.92	c3
1.318	0.677	2.254	0.939	c3
1.298	0.671	2.934	0.958	c3
1.278	0.665	2.286	0.977	c3
1.261	0.656	2.963	0.997	c3
1.241	0.65	1.304	1.018	c3
1.22	0.643	1.281	1.038	c3
1.196	0.633	1.266	1.058	c3
1.178	0.626	1.242	1.079	c3
1.154	0.619	3.072	1.099	c3
1.135	0.612	3.084	1.119	c3
1.115	0.605	3.092	1.138	c3
1.096	0.599	1.165	1.157	c3
1.078	0.593	1.144	1.175	c3
1.06	0.586	1.123	1.193	c3
1.042	0.58	1.105	1.211	c3
1.024	0.573	1.09	1.229	c3
0.775	0.567	1.072	1.247	c2
0.763	0.561	1.05	1.266	c2
0.71	0.555	1.032	1.284	c2
0.698	0.548	1.013	1.303	c2
0.68	0.545	0.995	1.321	c2
0.667	0.539	0.982	1.338	c2
0.901	0.533	0.966	1.352	c3
0.897	0.526	3.191	1.357	c2
0.9	0.522	3.184	1.354	c2
0.905	0.522	3.186	1.353	c3
0.905	0.522	3.202	1.353	c3
0.904	0.521	2.582	1.354	c3
0.578	0.521	2.585	1.354	c2
0.901	0.521	3.191	1.355	c3
0.901	0.52	2.582	1.357	c3
0.576	0.519	3.189	1.363	c2
0.574	0.516	2.59	1.37	c2
0.573	0.513	2.592	1.377	c2
0.571	0.51	2.599	1.387	c2
0.862	0.507	2.603	1.396	c2
0.853	0.503	2.606	1.407	c2
0.842	0.501	2.611	1.411	c2
0.835	0.499	2.616	1.417	c2
0.833	0.497	2.62	1.42	c2
0.834	0.497	2.62	1.418	c2
0.835	0.496	2.62	1.417	c2
0.835	0.495	2.62	1.417	c2
0.836	0.495	3.22	1.416	c2
0.837	0.494	3.221	1.415	c2
0.838	0.493	0.903	1.413	c2
0.84	0.492	0.903	1.412	c2
0.841	0.49	0.91	1.411	c2
0.843	0.489	0.914	1.411	c2
0.84	0.488	2.613	1.413	c2
0.84	0.486	2.614	1.413	c2
0.587	0.484	2.614	1.412	c2
0.845	0.481	2.615	1.418	c2
0.846	0.479	2.617	1.418	c2
0.845	0.477	2.618	1.415	c2
0.845	0.474	2.618	1.416	c2
0.845	0.473	2.623	1.417	c2
0.844	0.471	1.508	1.418	c2
0.844	0.469	1.501	0.569	c2
0.84	0.468	1.495	1.427	c2
0.836	0.464	1.481	0.826	c2
0.838	0.461	1.476	0.822	c2
0.84	0.459	1.47	0.821	c2
0.839	0.456	1.471	0.82	c2
0.839	0.454	2.638	0.517	c2
0.839	0.451	2.644	0.508	c2
0.839	0.449	2.644	0.495	c2
0.842	0.448	2.648	0.504	c2
0.833	0.446	1.491	0.488	c2
0.84	0.451	1.485	0.484	c2
0.827	0.446	1.451	0.482	c2
0.833	0.445	1.448	0.478	c2
0.832	0.443	1.445	0.467	c2
0.831	0.443	1.445	0.46	c2
0.83	0.442	1.467	0.481	c2
0.829	0.445	1.466	0.47	c2
0.828	0.458	1.452	0.454	c2
0.828	0.483	1.446	0.444	c2
0.83	0.523	1.442	0.438	c2
0.867	0.452	1.439	0.435	c2
0.844	0.453	1.439	0.432	c2
0.832	0.474	1.439	0.429	c2
0.829	0.521	1.44	0.428	c2
0.828	0.85	1.453	0.426	c2
0.831	0.473	1.448	0.425	c2
0.834	0.465	1.445	0.419	c2
0.85	0.463	1.441	0.417	c2
3.3	0.468	1.442	0.415	c1
3.301	0.47	1.443	0.413	c1
3.302	0.479	1.445	0.412	c1
3.3	0.812	1.448	0.411	c3
3.3	0.808	1.448	0.411	c3
3.299	0.808	1.448	0.412	c3
3.298	0.811	1.448	0.414	c3
3.294	0.806	1.448	0.417	c3
3.287	0.803	1.451	0.423	c3
3.281	0.8	1.455	0.433	c3
3.272	0.795	1.46	0.444	c3
3.256	0.79	1.466	0.457	c3
3.238	0.784	1.472	0.471	c3
0.979	0.776	1.48	0.486	c3
3.21	0.572	1.487	0.503	c3
3.196	0.586	1.494	0.52	c3
3.174	0.754	1.502	0.537	c3
3.153	0.749	1.51	0.556	c3
3.137	0.738	1.518	0.575	c3
3.118	0.73	1.526	0.594	c3
3.099	0.722	1.535	0.613	c3
3.077	0.714	1.543	0.632	c3
3.061	0.707	1.55	0.651	c3
3.041	0.702	1.558	0.671	c3
3.022	0.692	1.566	0.69	c3
3.002	0.688	1.574	0.709	c3
2.983	0.68	1.582	0.728	c3
0.859	0.674	1.589	0.747	c2
0.84	0.667	1.596	0.765	c2
0.822	0.663	1.604	0.783	c2
2.909	0.667	1.611	0.801	c3
2.892	0.652	1.619	0.819	c3
2.876	0.643	1.626	0.835	c3
2.861	0.638	1.632	0.85	c3
2.846	0.634	1.637	0.864	c3
2.833	0.627	1.642	0.878	c3
2.82	0.623	1.647	0.891	c3
2.808	0.62	1.652	0.903	c3
2.796	0.618	1.656	0.915	c3
2.783	0.615	1.662	0.928	c3
2.769	0.614	1.667	0.942	c3
2.754	0.609	1.672	0.957	c3
2.738	0.599	1.682	0.973	c3
2.722	0.597	1.688	0.99	c3
2.704	0.588	1.695	1.008	c3
2.686	0.583	1.701	1.026	c3
2.668	0.578	1.704	1.044	c3
2.65	0.573	1.709	1.062	c3
2.631	0.568	1.715	1.08	c3
2.612	0.563	1.723	1.102	c3
2.593	0.558	1.727	1.122	c3
2.573	0.553	1.732	1.142	c3
2.553	0.548	1.738	1.162	c3
2.533	0.543	1.744	1.178	c3
2.513	0.539	1.749	1.198	c3
2.493	0.534	1.755	1.218	c3
2.473	0.53	1.76	1.238	c3
2.453	0.525	1.765	1.257	c3
2.433	0.52	1.771	1.277	c3
2.411	0.516	1.776	1.296	c3
2.394	0.512	1.781	1.316	c3
2.371	0.508	1.787	1.338	c3
2.351	0.504	1.792	1.354	c3
2.332	0.501	1.797	1.374	c3
2.312	0.499	1.802	1.393	c3
2.292	0.5	1.807	1.413	c3
2.272	0.516	1.812	1.433	c3
2.253	0.51	1.817	1.452	c3
2.233	0.503	1.822	1.472	c3
2.212	0.502	1.827	1.492	c3
2.192	0.502	1.832	1.512	c3
2.172	0.504	1.837	1.532	c3
2.152	0.506	1.841	1.554	c3
2.132	0.602	1.846	1.575	c3
2.112	0.513	1.85	1.594	c3
2.093	0.591	1.855	1.614	c3
2.074	0.57	1.859	1.634	c3
1.972	0.566	1.884	1.733	c3
1.952	0.573	1.889	1.75	c3
1.874	1.496	1.907	1.828	c4
1.855	1.492	1.912	1.846	c4
1.836	1.488	1.916	1.865	c4
1.817	1.485	1.921	1.884	c4
1.797	1.481	1.86	1.904	c4
1.779	1.481	1.93	1.923	c4
1.76	1.474	1.934	1.941	c4
1.742	1.473	1.938	1.959	c4
1.724	1.466	1.942	1.978	c4
1.706	1.466	1.947	1.996	c4
1.688	1.462	1.951	2.013	c4
1.671	1.459	1.748	2.03	c4
1.659	1.456	1.961	2.046	c4
1.641	1.457	1.71	2.06	c4
1.626	1.477	1.69	2.074	c4
1.612	1.485	1.649	2.088	c4
1.598	1.449	1.63	2.101	c4
1.584	1.446	1.614	2.114	c4
1.57	1.444	1.621	2.128	c4
1.557	1.442	1.605	2.141	c4
1.545	1.439	1.591	2.154	c4
1.47	1.444	1.557	2.168	c4
1.44	2.738	1.539	2.183	c4
1.431	0.821	1.525	2.118	c3
1.424	0.828	1.507	2.208	c3
1.433	0.833	1.493	2.097	c3
1.436	0.84	1.498	2.129	c3
1.411	0.853	1.474	2.249	c3
1.395	0.988	1.459	2.111	c4
1.389	2.278	1.446	2.11	c4
1.382	2.283	1.431	2.295	c4
1.37	1.432	1.419	2.121	c4
1.357	1.746	1.407	2.384	c4
1.346	1.748	1.394	2.708	c4
1.335	1.754	1.382	2.347	c4
1.327	1.762	1.37	2.402	c4
1.318	1.774	1.359	3.241	c4
1.306	2.35	1.352	3.259	c4
1.292	2.359	1.342	2.47	c4
1.279	1.001	1.328	3.285	c4
1.267	2.373	1.319	2.192	c4
1.251	2.38	1.31	2.203	c4
1.238	2.387	1.303	2.218	c4
1.229	2.394	1.296	2.252	c4
1.216	2.401	1.289	2.26	c4
1.204	2.408	1.287	2.248	c4
1.191	2.415	1.281	2.253	c4
1.177	2.424	1.277	2.265	c4
1.163	2.429	1.274	2.277	c4
1.149	1.6	1.265	2.292	c4
1.132	1.601	1.261	2.299	c4
1.119	0.943	1.254	2.314	c4
1.105	0.94	1.25	2.331	c4
1.091	0.938	1.246	2.347	c4
1.08	0.938	1.244	2.358	c4
1.067	0.938	1.241	2.284	c4
1.053	0.939	1.239	2.297	c4
1.038	0.933	1.238	2.394	c4
1.019	0.933	1.089	2.408	c4
1.005	0.933	1.233	2.326	c4
0.991	0.933	1.232	2.405	c4
0.975	0.933	1.231	2.447	c4
0.961	0.935	1.23	2.461	c4
0.946	0.935	1.23	2.477	c4
0.935	0.937	1.231	2.386	c4
0.922	0.939	1.236	2.509	c4
0.908	2.468	1.238	2.52	c4
0.894	2.47	0.957	2.534	c2
0.876	2.483	1.24	2.547	c2
0.862	3.642	1.239	2.52	c2
0.848	3.646	1.242	2.574	c2
0.835	3.652	1.246	2.587	c2
0.823	3.658	0.938	2.599	c2
0.815	0.885	1.254	2.607	c2
0.815	3.663	1.256	2.531	c2
0.818	3.661	0.881	2.53	c2
0.82	4.409	0.887	2.528	c2
0.822	4.409	0.888	2.533	c2
0.822	4.409	0.888	2.557	c2
0.821	4.408	1.256	2.601	c2
0.821	3.672	1.26	2.575	c2
0.822	0.914	1.261	2.601	c2
0.826	0.906	0.89	2.602	c2
0.827	0.908	0.895	2.601	c2
0.827	0.862	1.265	2.601	c2
0.828	0.856	1.266	2.6	c2
0.827	0.854	1.188	2.599	c2
0.824	0.849	1.185	2.599	c2
0.823	0.847	1.19	2.6	c2
0.822	0.845	1.27	2.565	c2
0.822	0.843	1.272	2.601	c2
0.822	0.842	1.275	2.605	c2
0.823	0.84	1.278	2.606	c2
0.823	0.844	1.28	2.604	c2
0.824	0.838	1.282	2.503	c2
0.826	0.831	1.283	2.615	c2
0.822	0.83	1.285	5	c2
0.821	0.827	1.287	5	c2
0.821	0.825	1.289	2.613	c2
0.82	0.823	1.291	2.615	c2
0.82	0.822	1.297	2.616	c2
0.82	0.824	1.299	2.621	c2
0.823	0.865	1.302	3.634	c2
0.822	0.82	1.3	3.629	c2
0.821	0.815	1.302	3.628	c2
0.816	0.81	1.303	3.627	c2
0.815	0.808	1.305	3.623	c2
0.814	0.806	1.307	3.625	c2
0.813	0.804	1.31	3.625	c2
0.813	0.809	1.312	3.628	c2
0.816	0.919	1.319	3.624	c2
0.816	0.916	1.322	3.628	c2
0.817	0.813	1.321	3.62	c2
0.81	0.805	1.323	3.619	c2
0.809	0.801	1.324	3.619	c2
0.807	0.8	1.326	3.623	c2
0.806	0.823	1.329	3.636	c2
0.806	0.863	1.331	3.623	c2
0.805	0.859	1.334	3.629	c2
0.808	0.887	1.336	3.687	c2
0.808	0.896	1.342	3.69	c2
0.807	0.868	1.367	5	c2
0.826	0.841	1.365	0.79	c2
0.825	0.834	1.354	0.787	c2
0.841	0.826	1.354	0.785	c2
0.805	0.823	1.357	0.783	c2
0.808	0.829	1.363	0.764	c2
0.808	0.825	1.368	0.736	c2
0.814	0.805	1.493	0.719	c2
0.871	0.798	1.891	0.703	c2
0.889	0.794	1.893	0.7	c2
0.932	0.792	1.604	0.707	c3
0.934	0.792	1.411	0.717	c3
0.926	0.789	1.389	0.716	c3
1.213	0.783	1.392	0.708	c3
1.352	0.782	1.391	0.706	c3
1.349	0.782	1.384	0.712	c3
1.343	0.781	1.378	0.722	c3
1.335	0.781	1.369	0.727	c3
0.91	0.776	1.359	0.748	c3
0.897	0.768	1.35	0.754	c2
1.297	0.766	1.36	0.775	c3
1.282	0.759	1.317	1.624	c3
1.265	0.753	1.3	0.801	c3
1.249	0.745	1.285	0.817	c3
1.233	0.738	1.272	0.864	c3
1.217	0.732	1.278	0.851	c3
1.201	0.725	1.268	0.86	c3
1.184	0.718	1.226	0.878	c3
1.168	0.712	1.232	0.898	c3
1.151	0.706	1.215	0.919	c3
1.133	0.699	1.199	1.576	c3
1.116	0.692	1.177	0.966	c3
1.098	0.686	1.163	5	c3
1.08	0.678	1.129	1.007	c3
1.062	0.672	1.127	1.594	c3
1.043	0.665	1.106	5	c3
1.024	0.657	1.087	1.562	c3
0.894	0.649	1.071	1.085	c2
0.873	0.642	1.053	1.105	c2
0.967	0.635	1.034	1.118	c3
0.854	0.628	1.016	1.168	c2

finished
